Tick,UnderlyingPrice,ObservedPrice
0,1,1
1,0.95,0.929997785353289
2,0.8999999999999999,0.8547687445574405
3,0.8499999999999999,0.8372260829384623
4,0.7999999999999998,0.7762491825094472
5,0.7499999999999998,0.7990518530964402
6,0.7999999999999998,0.7895187102114949
7,0.8499999999999999,0.8307607556205715
8,0.7999999999999998,0.7721181179259886
9,0.7499999999999998,0.7494027513270929
10,0.6999999999999997,0.6557915380617294
11,0.7499999999999998,0.7289772148592051
12,0.7999999999999998,0.7735029784241034
13,0.8499999999999999,0.8963403191873978
14,0.8999999999999999,0.9115628270210796
15,0.95,0.9862512333015574
16,1.0,0.9590141269250813
17,1.05,1.014906308094649
18,1.1,1.1172511640679181
19,1.1500000000000001,1.1978975498949163
20,1.2000000000000002,1.1523241538169842
